emp_no,first_name,last_name,from_date,title,salary
293189,Patricio,Chenney,1995-01-22,Senior Staff,40000
293197,Gonzalo,Kemmerer,1999-07-02,Staff,64099
293198,Xinan,Flowers,1990-05-07,Senior Staff,55280
293200,Maik,Dulay,1996-02-11,Senior Staff,63384
293207,Christ,Quittner,1998-07-14,Senior Staff,67728
293212,Shahab,Lunn,1999-03-07,Engineer,57535
293223,Yuqun,Poulakidas,1993-04-27,Senior Engineer,62488
293225,Ibibia,Ranst,2000-05-26,Senior Staff,85447
293235,Heeju,Hatcliff,1995-11-18,Senior Staff,65552
293251,Tokuyasu,Bruckman,1996-11-20,Engineer,54453
293255,Eberhardt,Karlin,1994-07-16,Technique Leader,57880
293259,Breannda,Petersohn,1993-06-08,Senior Engineer,58464
293265,Golgen,Czaja,1994-01-07,Senior Staff,40000
293268,Morrie,Cusworth,1989-07-25,Senior Staff,48212
293270,Vivian,Lambe,2001-05-25,Senior Staff,77746
293272,Jacopo,Fiutem,1995-07-17,Senior Engineer,57120
293277,Mircea,Chachaty,1986-11-07,Senior Staff,40000
293281,Denny,Whittlesey,1995-10-30,Engineer,67003
293287,Neelam,Isard,1998-08-09,Senior Staff,75977
293293,Duro,Ramamoorthy,1988-11-28,Senior Staff,40000
293295,Kamakshi,Makrucki,2000-04-09,Senior Staff,40102
293297,Shen,Adachi,2002-03-06,Senior Staff,84415
293300,Demos,VanScheik,1992-04-28,Senior Engineer,54221
293303,Isamu,Ullian,1997-08-19,Staff,83996
293305,Peer,McFarlan,1994-03-21,Senior Engineer,66518
293312,Zito,Pehl,1987-12-03,Senior Staff,55237
293315,Jamaludin,Syrotiuk,1994-05-23,Engineer,40000
293316,Gita,Zobel,1995-01-21,Senior Engineer,40000
293317,Tru,Fargier,1995-04-10,Senior Staff,40000
293323,Maria,Schwartzburd,1997-01-31,Senior Engineer,68376
293325,Candido,Ullian,1992-04-17,Senior Engineer,40000
293328,Takahiro,Madeira,1998-12-05,Senior Engineer,40000
293330,Nevio,Katiyar,1997-09-22,Senior Engineer,44068
293332,Guadalupe,Veccia,1998-04-28,Engineer,46725
293342,Dekang,Moehrke,1994-10-06,Senior Staff,77959
293347,Mary,Sidje,1997-05-27,Senior Staff,40000
293351,Marjo,Desikan,1997-08-07,Senior Staff,68083
293353,Zhanqiu,Barreiro,1996-01-30,Staff,63274
293354,Sukumar,Perfilyeva,1996-01-20,Senior Engineer,40749
293355,Huan,Kolvik,1999-04-15,Staff,41914
293360,Kwun,Codenie,2001-12-25,Senior Staff,40000
293367,True,Langford,1995-01-20,Staff,81068
293376,Wuxu,Salverda,1998-05-07,Engineer,79774
293379,Guther,Kalefeld,1990-04-05,Technique Leader,40000
293385,Foong,Ghandeharizadeh,2001-09-29,Senior Staff,40851
293388,Apostol,Joslin,1997-12-17,Senior Engineer,41945
293405,Xuejia,Kusalik,2000-12-13,Senior Engineer,45666
293408,Mariangiola,Krohm,1998-02-01,Senior Engineer,49585
293409,Waiman,Nitsch,2001-12-01,Senior Engineer,40000
293412,Aluzio,Neiman,1989-06-09,Technique Leader,66017
293413,Zine,Neimat,2002-01-15,Senior Staff,40000
293415,Bilhanan,Einsfeld,2000-01-18,Senior Staff,51736
293417,Deborah,Braccini,2000-05-31,Senior Staff,42588
293424,Arumugam,Ohori,1988-12-03,Senior Engineer,63651
293438,Bernice,Weiland,1997-10-27,Engineer,40994
293439,Kiyotoshi,Isaac,2000-06-05,Senior Engineer,62984
293441,Toshimitsu,Cunliffe,1996-08-06,Senior Engineer,72904
293446,Gad,Leppanen,1994-11-09,Senior Engineer,40000
293455,Renny,Picci,1997-01-08,Senior Engineer,40000
293458,Chikako,Puoti,1998-12-05,Senior Staff,63719
293462,Soenke,Falck,1996-05-21,Senior Engineer,51944
293465,Fumiyo,Gulak,1999-12-03,Staff,42849
293466,Kazuhira,Braccini,1995-02-25,Senior Staff,40000
293467,Kazuyasu,Feldhoffer,1992-08-08,Technique Leader,59465
293468,Harjit,Azevdeo,1999-12-08,Senior Engineer,56890
293471,Piyush,Kitsuregawa,1996-05-25,Engineer,40000
293479,Shigeo,Kriebel,1995-01-07,Senior Staff,55934
293482,Tamiya,Merks,1995-10-08,Senior Staff,62889
293487,Nathan,Haldar,1998-07-29,Senior Staff,50942
293488,Kannan,Otillio,1991-04-27,Technique Leader,54572
293490,Marlo,Soloway,1997-01-28,Staff,41194
293493,Frederique,Basawa,1997-02-09,Staff,40000
293501,Achilleas,Litecky,1995-01-07,Senior Engineer,42327
293503,Yuuichi,Peac,1997-11-28,Engineer,40000
293505,Premsyl,Eugenio,1999-04-20,Senior Engineer,46176
293507,Fan,Highland,1997-08-24,Engineer,40000
293508,Sachin,Ranta,1993-06-06,Senior Engineer,40000
293509,Sanjay,Hoppenstand,1997-07-03,Senior Staff,91277
293515,Zdislav,Wursthorn,2000-01-04,Senior Staff,51428
293528,Honglan,Rosti,1989-11-21,Senior Engineer,40000
293531,Lene,Lund,1995-09-14,Senior Staff,62100
293535,Shimshon,Rodier,1999-04-02,Senior Staff,84105
293536,Amalendu,Thibadeau,1989-09-18,Senior Engineer,40000
293537,Quingbo,Chiodo,1994-10-12,Senior Staff,77633
293539,Bernd,Jayawardene,2000-03-13,Senior Staff,40000
293546,Kokou,Ananiadou,1997-10-01,Engineer,63414
293548,Hironobu,Ramsey,2000-10-15,Senior Engineer,40475
293550,Roddy,Wilfing,2001-02-15,Senior Staff,40000
293553,Alselm,Braunschweig,1997-12-09,Senior Engineer,40000
293557,Shahar,Sigstam,1999-07-24,Senior Engineer,44817
293560,Xiahua,Luiz,1998-09-25,Staff,50142
293567,Masami,Kragelund,1991-08-16,Technique Leader,56401
293570,Matt,Furedi,1998-04-14,Engineer,40000
293575,Mahmut,Radhakrishnan,1993-04-09,Senior Staff,48709
293577,Sajjan,Terkki,2001-05-03,Senior Staff,53366
293580,Masadi,Christ,2001-01-08,Engineer,45762
293583,Alejandro,Kaminger,1996-01-25,Senior Engineer,49661
293587,King,Vickson,1995-10-04,Engineer,40000
293594,Freyja,Koblitz,1997-08-28,Engineer,44614
293598,Yechiam,Bernick,1996-05-04,Senior Engineer,40000
293600,Almudena,Tiemann,1997-06-07,Senior Engineer,71254
293601,Shirish,Nivat,2000-07-09,Senior Engineer,40000
293611,Anneke,Delgrange,1998-01-08,Senior Engineer,40000
293614,Hidefumi,Denti,1993-09-06,Senior Engineer,57745
293627,Keiichiro,Szilard,2000-08-05,Senior Engineer,64487
293628,Zhanqiu,Danecki,1986-05-19,Senior Engineer,65766
293630,Gou,Kalefeld,1999-07-13,Senior Engineer,51704
293632,Arnould,Kenevan,1994-01-31,Senior Staff,68204
293634,Mokhtar,Heusch,1997-06-16,Senior Engineer,54679
293637,Shiv,Chinin,1991-01-11,Senior Engineer,49413
293641,Kellyn,Busillo,1998-12-26,Senior Engineer,62004
293645,Elgin,Emiris,1999-06-01,Senior Staff,48412
293650,Mingzeng,Neiman,1997-08-11,Engineer,59613
293652,Kersti,Schaar,2000-02-29,Senior Engineer,55113
293656,Kazuhito,Joslin,1993-11-12,Senior Engineer,46132
293657,Taisook,Czaja,1995-04-10,Engineer,40000
293658,Nadjib,Samarati,1990-06-18,Technique Leader,40000
293663,Yunming,Borstler,1988-07-05,Senior Staff,40000
293666,Bokyung,Birjandi,1995-08-06,Senior Staff,61941
293667,Kamakshi,Jansch,1998-10-02,Senior Engineer,40000
293669,Yakichi,Bugrara,1991-05-21,Senior Engineer,87844
293684,Suebskul,Llado,1995-04-25,Senior Engineer,48181
293688,Turgut,Schreiter,2001-11-19,Senior Staff,42324
293689,Masako,Gunderson,1999-09-04,Technique Leader,49749
293695,Edwin,Schreiter,1996-09-05,Engineer,40000
293700,Berry,Zeidenstein,1996-10-28,Senior Engineer,60656
293702,Hitofumi,Birta,1999-10-13,Senior Staff,40000
293704,Adib,Bage,1996-11-07,Senior Staff,81823
293707,Zissis,Shiratori,1999-09-05,Senior Staff,41682
293708,Becky,Kushnir,1990-02-27,Senior Engineer,53090
293710,Atreye,Chleq,1996-04-05,Engineer,58350
293714,Gudjon,Cmelik,1999-03-28,Senior Engineer,66330
293715,Sorina,Kroon,2001-08-26,Senior Staff,40000
293718,Neelam,Hainaut,1998-07-25,Senior Engineer,40000
293738,Xiaopeng,Tsukuda,1999-11-10,Engineer,40000
293742,Yongdong,Collavizza,1999-05-20,Senior Engineer,78616
293743,Arnd,Gurbaxani,1998-04-02,Senior Engineer,40105
293744,Kolar,Carrere,1996-06-29,Senior Staff,40000
293760,Yaghout,Decleir,2000-01-29,Senior Staff,40000
293766,Tomoyuki,Schurmann,1995-05-29,Senior Staff,40000
293768,Aruna,Hoppenstand,1997-01-25,Senior Engineer,48709
293769,Paris,Valtorta,1993-11-08,Staff,68207
293772,Honglan,Hatcliff,1997-07-22,Senior Staff,41504
293777,Conal,Beutelspacher,1996-06-13,Senior Engineer,62834
293782,Shigehito,Hasenauer,1998-08-18,Assistant Engineer,46380
293783,Barna,Karcich,1995-08-24,Senior Engineer,40000
293784,Radhika,Feldhoffer,1991-12-11,Technique Leader,40000
293790,Premsyl,Perez,1998-04-12,Senior Engineer,40000
293795,Gad,Botman,1998-08-29,Senior Engineer,47936
293799,Yoshinari,Velasco,1998-12-11,Engineer,57535
293801,Fumitaka,Penz,1997-03-01,Senior Staff,45602
293802,Maria,Hertweck,1996-01-12,Technique Leader,50454
293808,Gil,Pettis,1993-09-10,Senior Staff,57829
293810,Ibibia,Siegrist,1995-12-01,Engineer,40000
293816,Bedir,Iivonen,1995-12-22,Senior Engineer,52274
293824,Otmar,Whittlesey,1999-09-05,Senior Staff,62112
293832,Djenana,Einsfeld,1998-12-07,Senior Engineer,40000
293835,Weiru,Danlos,1997-10-04,Engineer,40000
293849,Brigham,Bondorf,1999-09-09,Senior Engineer,55773
293851,Golgen,Callaway,1998-11-04,Assistant Engineer,40000
293861,Suvo,Rehfuss,2000-01-13,Senior Engineer,40000
293863,Xudong,Moehrke,1992-12-18,Senior Engineer,46502
293865,Alassane,Rohrbach,1999-06-13,Senior Engineer,53875
293874,Flemming,Engberts,1995-01-25,Senior Engineer,40000
293877,Heeju,Nitto,1998-09-28,Senior Engineer,40000
293884,Zhenhua,Ebeling,1999-04-21,Senior Engineer,61335
293887,Chirstian,Gubsky,1998-08-01,Senior Staff,50724
293890,Kazuhiro,Klerer,1993-03-24,Senior Staff,60726
293891,Sariel,Maierhofer,1999-11-01,Engineer,44716
293893,Bernt,Kropf,2000-04-12,Senior Engineer,40000
293895,Satyanarayana,Chenney,1985-09-21,Senior Staff,40000
293905,Berni,Mateescu,1990-12-17,Senior Engineer,40000
293907,Pintsang,Doering,1992-03-15,Senior Engineer,40000
293909,Jackson,Schaft,1995-01-26,Staff,73823
293913,Maren,Schwartzbauer,2001-05-23,Senior Engineer,76399
293914,Jungsoon,Garrabrants,1998-11-06,Senior Staff,77145
293918,Laurentiu,Ariola,1999-04-13,Senior Engineer,40000
293920,Xiaoqiang,Gelosh,1990-11-05,Senior Engineer,86436
293922,Uta,Denti,1999-09-14,Senior Staff,51736
293929,Sungwon,Falco,1999-09-04,Engineer,78937
293932,Suebskul,Rosaz,1994-03-23,Technique Leader,50830
293934,Kerryn,Heusch,1987-10-19,Senior Staff,40000
293935,Gila,Conry,1990-12-06,Technique Leader,48982
293939,Parke,Lanzelotte,1998-01-22,Staff,57878
293942,Vitaly,Erni,1996-09-25,Senior Engineer,44159
293944,Doohun,Narlikar,1998-06-18,Senior Engineer,45616
293946,Nadjib,Merro,2002-05-01,Senior Staff,45167
293951,Danel,Bahr,2001-12-27,Senior Staff,47789
293960,Fay,Besselaar,1998-04-26,Staff,67639
293965,Jamaludin,Majewski,1994-11-16,Senior Staff,59941
293967,Selwyn,Garrabrants,1999-09-04,Engineer,46296
293979,Alselm,Uhrig,1992-12-12,Technique Leader,40000
293986,Alselm,Melter,1993-03-18,Senior Engineer,40000
293988,Yunming,Sifakis,1992-08-10,Senior Engineer,40000
293993,Feipei,Hammerschmidt,1995-01-17,Engineer,40000
293997,Kendra,Naudin,1999-09-16,Senior Engineer,50865
294001,Changho,Waleschkowski,1985-11-14,Technique Leader,40000
294005,Berto,Hempstead,1997-09-07,Staff,40000
294009,Parke,Khasidashvili,1996-10-07,Senior Staff,63664
294011,Guiseppe,Solares,1993-01-27,Senior Staff,84117
294016,Satyanarayana,Eiron,1997-07-10,Senior Staff,40000
294018,Shietung,Pluym,1992-02-13,Senior Engineer,42840
294022,Xiahua,Vidal,1991-12-28,Senior Engineer,52416
294023,Katsuyuki,Hebert,1986-10-05,Senior Staff,40000
294027,Vivian,Randt,2000-11-11,Engineer,50156
294035,Yagil,Improta,1997-11-18,Engineer,40000
294045,Sashi,Shumilov,1988-05-15,Senior Staff,40000
294047,Arno,Ramsey,1990-07-13,Senior Engineer,59257
294056,Basant,Hedayat,1991-08-25,Senior Engineer,72420
294060,Shir,Spell,2002-07-31,Senior Staff,42803
294065,Kristina,Bernini,1999-02-04,Engineer,40000
294068,Kazunori,Cmelik,1995-05-07,Senior Staff,40000
294069,Fei,Stellhorn,1994-06-13,Senior Engineer,40000
294070,Tsuneo,Ariola,1999-07-10,Engineer,49327
294072,Kwun,Jayawardene,1996-07-22,Engineer,53035
294080,Chenxi,Iwayama,1998-02-14,Senior Staff,78862
294082,Kauko,Billawala,1998-12-29,Staff,40000
294085,Mong,Fujisawa,2001-09-11,Senior Staff,68004
294086,Moto,Swan,2001-04-06,Senior Engineer,62144
294091,Roded,Siegrist,1991-03-21,Senior Engineer,40000
294097,Kazunori,Cummings,1987-11-29,Senior Staff,98121
294099,Denis,Cullers,1985-12-22,Senior Engineer,40000
294105,Siamak,Suri,2000-02-05,Senior Staff,66635
294109,Cullen,Karnin,1994-09-06,Senior Staff,51258
294112,Guenter,Chachaty,1997-12-19,Senior Engineer,70942
294125,Lene,Anick,1996-05-02,Senior Staff,40000
294136,Oguz,Zweizig,1995-03-23,Engineer,45510
294138,Suzette,Birch,1994-03-02,Technique Leader,52872
294141,Goo,Pulkowski,1987-11-11,Senior Staff,60521
294142,Vojin,Kobuchi,2000-08-09,Senior Staff,45660
294161,Nigel,Wegerle,1993-03-10,Senior Staff,42869
294163,Mahendra,Luke,1999-12-28,Staff,56143
294164,Subhada,Hennings,1994-09-08,Senior Staff,55558
294173,Krisda,Pokrovskii,1993-11-16,Senior Engineer,40000
294175,Mitchel,Garigliano,1989-05-03,Senior Engineer,52805
294177,Morris,Mundy,1999-07-12,Senior Engineer,40000
294178,Nectarios,Luga,1992-05-16,Senior Engineer,60278
294180,Herbert,Rodier,1997-02-06,Staff,66735
294181,Georg,Georgatos,2001-08-13,Senior Staff,48052
294184,Utz,Tomescu,2001-09-30,Senior Engineer,40000
294189,Sedat,Gide,1998-05-06,Engineer,48507
294195,Arvind,Simkin,1993-06-28,Senior Engineer,40000
294212,Chandrasekaran,Kuhnemann,1998-08-17,Senior Engineer,40000
294219,Frazer,Remmele,1985-12-01,Technique Leader,82315
294223,Pantung,Albarhamtoshy,1993-10-25,Senior Staff,74184
294240,Poornachandra,Ressouche,1993-06-18,Senior Staff,70508
294243,Marie,Llado,1998-12-27,Staff,40000
294244,Emran,Heusch,1994-06-08,Senior Staff,40000
294249,Giordano,Schurmann,1989-12-08,Senior Staff,40004
294251,Jordanka,Schnabel,1992-07-11,Senior Engineer,40000
294252,Elrique,Bardell,1997-01-23,Staff,59666
294257,Moty,Marrevee,2001-07-01,Senior Engineer,40000
294258,Alselm,Albarhamtoshy,1996-01-27,Senior Engineer,40000
294266,Berry,Kolvik,2002-07-15,Senior Engineer,57463
294268,Shirish,Erdmenger,1996-12-02,Engineer,55090
294274,Youpyo,Magliocco,1998-04-17,Staff,40000
294282,Hatem,Trelles,1997-05-15,Senior Engineer,52966
294283,Gita,Yurov,1999-03-02,Senior Staff,52781
294286,Maren,Jenevein,1998-12-13,Senior Staff,64502
294288,Adel,Lyonns,1997-07-04,Technique Leader,40000
294293,Zsolt,Badr,1998-10-23,Staff,40000
294295,Jolita,Kilgore,2000-01-24,Senior Staff,66811
294297,Gila,Ballarin,1999-01-03,Senior Engineer,40052
294298,Vesna,Coney,1999-08-01,Engineer,59410
294303,Behnaam,Rosenbaum,1998-10-28,Staff,40000
294304,Sigeru,Peng,1996-01-20,Senior Engineer,44766
294306,Weijing,Sluis,1997-09-16,Senior Staff,47455
294309,Mostafa,Capobianchi,1993-11-18,Staff,73713
294319,Geoffry,Bach,1986-11-17,Senior Staff,74581
294326,Dmitri,Kermarrec,1995-10-16,Senior Staff,71194
294332,Adit,Ranft,1994-07-06,Senior Staff,53789
294334,Kokou,Granlund,1999-09-03,Senior Engineer,46383
294339,Sreekrishna,Krohn,1992-05-03,Senior Staff,41212
294340,Radhika,Veldwijk,1998-07-03,Assistant Engineer,62631
294344,Charmane,Christianini,2001-07-29,Senior Engineer,40000
294362,Pranjal,Rassart,1996-08-21,Senior Engineer,45606
294363,Susanna,Socorro,1998-03-30,Senior Engineer,40000
294367,Radhika,Szmurlo,1989-09-15,Senior Staff,63629
294369,Gererd,Cherinka,2001-05-12,Senior Staff,71324
294372,Rasikan,Setia,1997-09-08,Staff,40000
294382,Vugranam,Motley,1999-11-26,Engineer,40000
294387,Hatem,Asser,1999-01-06,Engineer,44789
294391,Xiping,Chelton,1998-05-07,Staff,82445
294398,Kazuhiko,Ruemmler,1988-11-23,Senior Staff,66138
294407,Girolamo,Miculan,1996-10-13,Engineer,40000
294411,Alper,Erni,1995-09-21,Senior Staff,57287
294414,Petter,Vakili,1992-05-06,Senior Engineer,66713
294425,Juichirou,Farrar,2000-02-20,Engineer,49203
294430,Heekeun,Felcyn,1998-08-13,Senior Engineer,46955
294431,Chaoyi,Yeung,2000-12-02,Senior Engineer,40000
294432,Jenwei,Parhami,1994-06-05,Senior Engineer,40000
294439,Ulises,Serot,1997-09-28,Staff,40000
294448,Toshimo,Kropatsch,1995-10-04,Senior Staff,40000
294450,Marko,Murtafg,1992-07-17,Senior Engineer,53938
294463,Hidekazu,Openshaw,1993-09-09,Technique Leader,40000
294466,Yonghoan,Piancastelli,2000-01-30,Senior Engineer,42737
294471,Tadahiko,Brendel,1998-03-18,Senior Engineer,44746
294479,Honglan,Ellozy,1992-03-12,Senior Engineer,66249
294482,Shuji,Ozery,1993-07-02,Senior Engineer,40000
294483,Zhilian,Showalter,1993-12-12,Senior Engineer,66491
294485,Cordelia,Weedon,1995-12-10,Senior Engineer,54202
294488,Divine,Rande,1994-09-16,Senior Engineer,40000
294491,Heng,Maierhofer,1998-11-15,Staff,53064
294494,Demos,Ernst,2001-05-12,Senior Engineer,40289
294501,Claude,Roohalamini,1989-06-30,Senior Staff,92628
294502,Reinhard,Suppi,1993-04-03,Senior Staff,55877
294506,Djelloul,Ozery,2000-01-08,Engineer,71039
294509,Emran,Beznosov,1993-02-16,Senior Engineer,40000
294511,Leaf,Fiutem,2000-12-05,Senior Staff,40000
294514,Kwangyoen,Scharstein,1997-11-22,Staff,60296
294518,Berna,Rathonyi,1992-10-25,Senior Engineer,42082
294528,Filipe,Zallocco,1998-05-10,Engineer,40000
294530,Lein,Peroz,1999-03-20,Staff,51121
294534,Tokuyasu,Escriba,1993-07-08,Senior Engineer,51286
294546,Billur,Magliocco,1991-09-24,Senior Engineer,48289
294548,Rosita,Eiron,1999-12-25,Staff,50601
294563,Jeane,Fioravanti,2000-01-19,Staff,70761
294570,Mohan,Senzako,1999-02-02,Senior Engineer,40000
294578,Alexius,Kermarrec,1996-01-20,Senior Engineer,64542
294581,Neelam,Conde,2000-08-20,Engineer,69731
294582,Owen,Fargier,1997-05-11,Senior Engineer,40000
294583,Tianruo,Strandh,1993-04-18,Senior Staff,40866
294585,Kinh,Kitsuregawa,1997-08-13,Engineer,40000
294590,Haldon,Validov,1997-06-17,Assistant Engineer,54051
294593,Aleksandar,Conia,1990-03-28,Technique Leader,54961
294597,DAIDA,Tomescu,1987-03-18,Senior Engineer,59442
294602,Younwoo,Salvesen,1999-05-20,Senior Staff,40000
294606,Zhilian,Perko,1999-09-20,Staff,85266
294611,Sanjai,Milicia,1987-12-04,Technique Leader,40000
294612,Pintsang,Gruenwald,1993-09-05,Senior Staff,40000
294613,Palash,Carrere,1997-01-04,Senior Staff,70072
294616,Fatemeh,Terkki,2000-02-27,Senior Engineer,40000
294618,Kazunori,Emmart,1998-04-11,Staff,85150
294622,Luisa,Waschkowski,1998-10-15,Senior Engineer,40000
294637,Srinidhi,Wolniewicz,1998-10-21,Staff,53524
294639,Guther,Geffroy,1998-02-02,Staff,40000
294642,Jingling,Strooper,1990-09-11,Technique Leader,44562
294653,Vishv,Seuren,1998-06-16,Senior Staff,63577
294655,Ravishankar,Kakkar,1995-02-01,Engineer,40000
294661,Marit,Marquardt,1995-01-22,Engineer,52351
294664,Aran,Keirsey,1998-07-25,Senior Staff,63923
294670,Udaiprakash,Broomell,1999-01-22,Staff,72735
294674,Dipankar,Nanard,1996-09-25,Engineer,40000
294681,Maria,Fujisaki,1999-09-25,Engineer,40000
294690,Heng,Babb,2000-01-17,Senior Engineer,40000
294692,Marie,Lakshmanan,2000-01-14,Staff,68872
294695,Marsja,Seuren,1991-01-07,Technique Leader,40000
294697,Sarita,Eppinger,1990-11-02,Senior Engineer,40000
294708,Lijia,Rabejac,2001-06-03,Senior Staff,61122
294710,Mohammad,Vigier,1996-10-15,Engineer,53257
294714,Richard,Massonet,2000-07-15,Senior Staff,40000
294717,Kwan,Luon,1995-07-09,Senior Engineer,65407
294718,Brewster,Argence,1996-06-30,Senior Engineer,40111
294719,Kwok,Aloisi,1996-03-07,Senior Engineer,50308
294725,Nevin,Goldhammer,1999-11-01,Senior Engineer,57902
294728,Sivanarayana,Erdmenger,1991-04-17,Senior Engineer,40000
294730,Akeno,Cichocki,2001-09-04,Senior Staff,40000
294733,Satyanarayana,Fabrizio,1994-12-06,Senior Engineer,51363
294738,Mohammed,Stamatiou,1999-10-20,Assistant Engineer,60635
294739,Oguz,Lipner,1994-02-07,Senior Staff,41491
294742,Neelam,Brender,1993-01-19,Senior Staff,74862
294744,Gennadi,Weedman,2001-03-18,Senior Staff,85837
294745,Yucel,Haumacher,1998-05-10,Senior Staff,76379
294749,Youpyo,Oehlmann,1989-11-27,Senior Staff,40000
294756,Pasqua,Bridgland,1999-08-14,Technique Leader,40000
294757,Weiru,Millington,1994-01-18,Senior Engineer,40000
294764,Danny,Kandlur,1996-10-06,Staff,40000
294768,Premal,Binkley,1998-03-13,Senior Engineer,45827
294769,Samphel,Aloia,2002-04-30,Engineer,46290
294773,Constantino,Sanella,2002-02-22,Senior Engineer,51332
294779,Mountaz,Valiente,1997-04-05,Senior Staff,70689
294782,Edwin,Reeker,1986-06-28,Senior Engineer,46143
294784,Pranjal,Wegerle,1999-03-10,Engineer,53007
294789,Subhada,Yoshizawa,1993-12-26,Engineer,40000
294790,Kish,Panangaden,1998-08-13,Staff,47229
294797,Hironoby,Heydon,1999-03-27,Staff,90533
294801,DAIDA,Luff,1998-01-19,Senior Engineer,53059
294803,Hidefumi,Cyre,1999-03-28,Senior Staff,41893
294805,Vishu,Flexer,1994-07-21,Senior Staff,73544
294808,Luigi,Perelgut,1995-07-22,Staff,54760
294812,Temple,Legleitner,1989-11-04,Senior Engineer,40000
294813,Giap,Khalid,1994-09-04,Senior Engineer,40000
294815,Dharmaraja,Maksimenko,1996-09-04,Engineer,40000
294820,Gaetan,Lanphier,1994-01-09,Senior Staff,48795
294824,Pragnesh,Radivojevic,2000-01-30,Engineer,40000
294826,Hsiangchu,Kaiserswerth,2001-02-20,Senior Engineer,40000
294834,Urs,Snedden,1993-08-19,Senior Staff,51144
294835,Kirk,Fadgyas,1998-11-22,Senior Staff,40000
294836,Wonhee,Merle,1998-12-31,Senior Engineer,40000
294837,Jinya,Mayerwieser,1991-02-10,Senior Staff,40000
294845,Anneli,Gustavson,1995-01-22,Senior Staff,40261
294846,Trygve,Fontet,1993-06-17,Senior Engineer,53791
294850,Toshimo,Peot,1998-12-25,Senior Staff,60479
294865,Adhemar,Dalphin,1995-09-27,Senior Staff,40809
294869,Byong,Schiper,1996-11-10,Senior Engineer,67445
294870,Domenico,Nergos,1998-12-22,Senior Engineer,40000
294878,Harjit,Dulin,1994-12-05,Senior Engineer,51443
294881,Richard,Bugrara,1985-11-26,Technique Leader,53119
294883,Paraskevi,Fabrizio,1997-07-14,Engineer,80722
294884,Bowen,Baaz,2001-06-08,Engineer,48562
294889,Gil,Massonet,1997-02-02,Senior Engineer,40925
